PV_Cap;Biomass_CHP_Cap;HP_Cap;Oil_boiler_Cap;LPG_boiler_Cap;Biomass_boiler_Cap;NumberOfPetrolCars;NumberOfDieselCars;NumberOfElectricCars;AnnualPV;AnnualCHPelec;AnnualHPelec;AnnualElecCar;AnnualOilBoilerheat;AnnualLPGBoilerheat;AnnualBiomassBoilerheat;AnnualmCHPheat;AnnualHPheat;AnnualImport;AnnualExport;OilConsumption;BiomassConsumption;LPGConsuption;DieselCost;PetrolCost;BiomassCost;TotalElectricityExchangeCost;TotalVariableCost;FixedOperationCosts;AdditionalCost;ElecCarInvestmentCost;InvestmentCost;CO2-Emission;AnnualCost;LoadFollowingCapacity;ESD;oilBoilerFuelDemand;LPGBoilerFuelDemand;biomassBoilerFuelDemand;AnnualmCHPheat;AnnualHPheat;reducedPetrolDemand;reducedDieselDemand;
KWe;KWe;KWe;KWth;KWth;KWth; ; ; ;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;GWh;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;KEuro;Mt;KEuro;;;GWh;GWh;GWh;GWh;GWh;GWh;GWh;
33392;10056;1104;475;893;5147;2543;1928;385.0;40.83;7.04;3.44;0.64;0.98;1.85;10.68;31.3;11.0;2.26;43.18;26.14;53.37;2.06;2262.0;1911.0;2882.0;-1143.0;6455.0;2015.0;2911.0;647.18;12602.881363621476;-16.158;25026.82679250587;1.501652346331791;0.2402645967965824;1.2309457159337116;2.0580746306943927;14.243360210202814;31.3;11.0;10.54;14.37;
12242;6553;1140;386;256;10956;351;266;4239.0;14.97;4.59;3.55;7.05;0.8;0.53;22.74;20.4;11.35;9.11;15.19;4.43;55.81;0.59;432.0;263.0;3014.0;-180.0;3721.0;1314.0;3605.0;7125.76;6979.766124672655;-2.198;27103.001639064714;0.6606851549755303;0.18396913634086984;1.0010403622359374;0.5902929398713811;30.314716121552262;20.4;11.35;1.45;1.98;
5386;11413;1142;646;312;3339;2731;2070;55.0;6.59;7.99;3.55;0.09;1.34;0.65;6.93;35.53;11.38;2.17;10.22;28.42;53.65;0.72;2479.0;2052.0;2897.0;-377.0;7274.0;1559.0;2866.0;92.45;8768.14336047228;2.992;20616.135564598622;0.4154929577464789;0.21780796395746962;1.676122129831708;0.718730194756251;9.238703219220879;35.53;11.38;11.32;15.42;
30676;12643;1170;19;468;1830;10;7;4839.0;37.51;8.86;3.64;8.05;0.04;0.97;3.8;39.36;11.66;7.16;38.95;0.14;54.26;1.08;14.0;7.0;2930.0;-787.0;2474.0;2161.0;3722.0;8134.35;13725.51278397156;-17.955;35191.11779792371;1.2175864800633744;0.12784570688683675;0.04871478022694755;1.0785546522948215;5.0638783164569885;39.36;11.66;.04;.05;
12415;4578;1399;42;1586;11689;2761;2093;2.0;15.18;3.21;4.35;0.00;0.09;3.29;24.26;14.25;13.93;4.92;16.07;27.14;50.16;3.66;2276.0;2074.0;2709.0;-446.0;7538.0;1149.0;2942.0;3.36;5880.677849199744;1.482;17515.09574753161;0.6875204716672126;0.2946952155291778;0.10796777321999622;3.6561704518205547;32.34529621533192;14.25;13.93;11.44;15.59;
33090;8575;1032;22;1179;7880;2547;1931;378.0;40.46;6.01;3.21;0.63;0.04;2.45;16.35;26.69;10.28;2.62;42.37;25.01;55.17;2.72;2095.0;1914.0;2979.0;-1095.0;6595.0;1896.0;2886.0;635.42;11642.77534864426;-15.651;24043.75813336712;1.4986675549633577;0.24400570261209786;0.05580068167080643;2.7184481559549156;21.80493120569017;26.69;10.28;10.56;14.39;
38680;12370;1008;388;1083;2031;1123;851;2882.0;47.30;8.66;3.14;4.79;0.81;2.25;4.22;38.51;10.04;4.04;49.19;12.00;53.75;2.50;1065.0;843.0;2903.0;-1071.0;4388.0;2308.0;3321.0;4844.64;14854.688756835521;-22.204;32678.880253055835;1.5605394312518321;0.17627476181671162;1.0068603669591252;2.49787804926585;5.62028539354824;38.51;10.04;4.65;6.34;
33393;12643;1170;68;418;1830;2298;1742;816.0;40.83;8.86;3.64;1.36;0.14;0.87;3.8;39.36;11.66;1.96;43.77;22.68;54.26;0.96;1908.0;1726.0;2930.0;-1193.0;5653.0;2215.0;3010.0;1371.7;14177.565669338579;-17.801;27266.068188740304;1.4666452854393843;0.20103996444743627;0.17681671968004575;0.9646862616698454;5.0638783164569885;39.36;11.66;9.52;12.98;
11525;13120;1024;1213;90;998;439;332;4085.0;14.09;9.19;3.19;6.80;2.52;0.19;2.07;40.84;10.2;5.67;16.09;7.44;53.81;0.21;814.0;330.0;2906.0;-469.0;3682.0;1822.0;3539.0;6866.88;10791.293452226231;-3.973;30900.35079506453;0.6016035388443461;0.13865131608467013;3.1454391299327855;0.20858991454778236;2.760491860101885;40.84;10.2;1.82;2.47;
10204;3358;1162;1143;851;14291;2762;2094;0.0;12.48;2.35;3.62;0.00;2.37;1.77;29.66;10.45;11.57;5.10;13.43;30.01;52.61;1.96;2692.0;2076.0;2841.0;-335.0;7793.0;1021.0;2863.0;0.0;4720.765292661325;3.505;16397.765292661323;0.6218120805369127;0.30647490798442684;2.9647705903552746;1.9615376265600548;39.54403862132307;10.45;11.57;11.45;15.6;
7391;5202;1150;1608;168;11800;2754;2088;14.0;9.04;3.64;3.58;0.02;3.34;0.35;24.49;16.19;11.45;4.40;10.60;31.14;52.89;0.39;2861.0;2069.0;2856.0;-246.0;7684.0;1110.0;2861.0;23.53;5361.4647247119965;4.702;17054.390013035067;0.5036937541974479;0.2841416983432111;4.171694839154815;0.38779621050472346;32.652137702690744;16.19;11.45;11.41;15.56;
5092;4565;1480;574;1054;11318;2756;2090;10.0;6.23;3.20;4.61;0.02;1.19;2.19;23.49;14.21;14.74;5.62;7.54;28.48;49.08;2.43;2474.0;2070.0;2650.0;5.0;7831.0;997.0;2970.0;16.81;4672.875753973247;6.871;16497.965245632582;0.42713404738721195;0.29748818227724627;1.4880025551190805;2.429472867910258;31.318855282252585;14.21;14.74;11.42;15.57;
22247;12728;1055;1209;585;946;261;198;4397.0;27.20;8.91;3.29;7.31;2.51;1.21;1.96;39.62;10.51;6.26;28.89;5.70;52.14;1.35;670.0;196.0;2816.0;-725.0;3329.0;2004.0;3605.0;7391.35;12346.124929709013;-11.197;33195.37441231856;0.9556824361065795;0.152299641014503;3.137442859139622;1.3484185747043014;2.616500020699189;39.62;10.51;1.08;1.48;
17663;9036;1211;78;397;7058;10;8;4838.0;21.60;6.33;3.77;8.05;0.16;0.82;14.65;28.13;12.06;8.92;22.14;0.30;54.69;0.92;38.0;7.0;2953.0;-400.0;2868.0;1614.0;3735.0;8132.67;9395.016719209932;-7.312;30717.912783996147;0.8173684210526315;0.15405275696516005;0.20289094757904233;0.9151065621973836;19.529746865618694;28.13;12.06;.04;.06;
11529;9877;1538;158;544;3997;2424;1837;595.0;14.10;6.92;4.79;0.99;0.33;1.13;8.3;30.75;15.32;3.47;15.82;24.15;49.49;1.26;2045.0;1822.0;2673.0;-555.0;6336.0;1541.0;3094.0;1000.19;8959.595340578784;-0.484;21542.420094309207;0.603566958698373;0.22425896900437414;0.4097210375732326;1.2553595012808143;11.06085390901905;30.75;15.32;10.05;13.69;
5204;12253;1158;385;264;2308;568;431;3857.0;6.36;8.58;3.61;6.42;0.8;0.55;4.79;38.14;11.54;6.08;8.12;6.56;54.07;0.61;610.0;426.0;2920.0;-45.0;4108.0;1621.0;3543.0;6483.61;9248.09912187851;0.676;28968.516054883974;0.39215686274509803;0.13613433980494735;0.9994209675314805;0.6089255441918021;6.385495814005881;38.14;11.54;2.35;3.21;
22793;12626;985;2;941;2289;2681;2033;142.0;27.87;8.84;3.07;0.24;0.0;1.95;4.75;39.3;9.81;1.49;32.02;26.27;55.46;2.17;2198.0;2014.0;2995.0;-1139.0;6638.0;2011.0;2829.0;238.7;12358.964337127643;-10.154;24221.6351186902;1.1363173957273653;0.21937221093411055;0.00548785951051151;2.1688800654616798;6.333696242104797;39.3;9.81;11.11;15.15;
41853;13473;1003;406;400;1066;85;64;4707.0;51.18;9.44;3.12;7.83;0.84;0.83;2.21;41.94;10.0;6.31;53.09;1.88;55.37;0.92;222.0;63.0;2990.0;-972.0;2576.0;2458.0;3643.0;7912.46;16046.238977074474;-26.114;37474.2627011234;1.599784540802586;0.1285493979709041;1.0535773039399847;0.9232829856744765;2.9488628601072033;41.94;10.0;.35;.48;
25180;9120;1186;71;405;7048;10;7;4839.0;30.79;6.39;3.69;8.05;0.15;0.84;14.63;28.39;11.81;8.73;31.29;0.27;54.99;0.93;34.0;7.0;2970.0;-565.0;2720.0;1773.0;3726.0;8134.35;10691.228047510078;-12.658;32018.833061462232;1.055379746835443;0.154530398303169;0.18459168082600277;0.9335323340006554;19.503156752695517;28.39;11.81;.04;.05;
9473;12488;1127;300;531;1926;52;39;4765.0;11.58;8.75;3.51;7.93;0.62;1.1;4.0;38.88;11.22;7.22;13.23;1.29;53.92;1.22;155.0;40.0;2912.0;-257.0;3193.0;1726.0;3694.0;8009.96;10092.628041678392;-2.857;31613.770817351462;0.5435938330675173;0.12661133706609207;0.7783619642140757;1.2235516032568532;5.328140678018888;38.88;11.22;.22;.29;
31595;2750;1009;264;1032;16633;2407;1825;624.0;38.64;1.93;3.14;1.04;0.55;2.14;34.52;8.56;10.05;5.15;38.65;24.27;56.73;2.38;2072.0;1809.0;3063.0;-827.0;6736.0;1410.0;2923.0;1048.94;8001.906401516243;-12.337;20761.29068105874;1.442687747035573;0.2837293052211504;0.6858854860998815;2.379485622471323;46.02403099877467;8.56;10.05;9.98;13.6;
29485;13879;984;1;1023;333;1997;1514;1345.0;36.06;9.72;3.06;2.24;0.0;2.12;0.69;43.2;9.8;1.89;39.49;19.56;54.93;2.36;1636.0;1501.0;2966.0;-1178.0;5540.0;2244.0;3041.0;2260.94;14227.993814686519;-15.920;28696.53044286706;1.3144853875476494;0.1863039595739692;0.002120022029948439;2.358365534609003;0.9206310610725742;43.2;9.8;8.28;11.28;
33117;13256;915;707;84;1829;2622;1988;246.0;40.50;9.28;2.85;0.41;1.47;0.17;3.8;41.26;9.12;1.33;44.97;27.51;56.64;0.19;2414.0;1971.0;3059.0;-1311.0;6230.0;2271.0;2825.0;413.53;14440.189189734292;-17.739;26432.590684553932;1.5726902173913042;0.21701679004336114;1.8348051516887771;0.19332879677076262;5.062052399769523;41.26;9.12;10.87;14.81;
41853;10160;1003;406;1466;4969;2230;1690;936.0;51.18;7.12;3.12;1.56;0.84;3.04;10.31;31.63;10.0;2.51;53.24;22.88;53.28;3.38;1978.0;1675.0;2877.0;-1196.0;6194.0;2198.0;2977.0;1573.42;14049.451588361375;-22.366;27954.02800767512;1.806545690213869;0.23614444255103728;1.0535773039399847;3.3806687024304796;13.749088039255119;31.63;10.0;9.24;12.59;
11522;7880;1204;1139;97;8064;250;190;4416.0;14.09;5.52;3.75;7.35;2.36;0.2;16.73;24.53;11.99;8.90;14.53;5.41;52.97;0.22;634.0;189.0;2861.0;-177.0;3610.0;1401.0;3658.0;7423.29;7674.654176488047;-1.760;28306.37369325033;0.6284871244635193;0.18277775815393812;2.9544043640098496;0.22280380424462987;22.3124025751485;24.53;11.99;1.04;1.42;
12868;12489;1253;34;693;1425;2467;1870;519.0;15.74;8.75;3.90;0.86;0.07;1.44;2.96;38.88;12.48;2.05;18.89;24.24;52.54;1.60;2033.0;1853.0;2837.0;-785.0;6371.0;1788.0;2985.0;872.44;10688.07747433957;-2.958;23238.02209145905;0.6767937944408533;0.20293337626186594;0.08749615677441781;1.5977127153499227;3.9424778406737673;38.88;12.48;10.22;13.93;
5204;773;1144;559;441;19244;2761;2093;2.0;6.36;0.54;3.56;0.00;1.16;0.92;39.94;2.41;11.4;6.78;7.24;28.48;56.26;1.02;2471.0;2074.0;3038.0;97.0;7975.0;719.0;2857.0;3.36;2588.1895261699037;7.420;14144.60742450177;0.4714189643577673;0.3175443758049228;1.450931572834025;1.0179984738501737;53.248743599544845;2.41;11.4;11.44;15.59;
19971;14322;948;142;687;33;49;37;4770.0;24.42;10.03;2.95;7.94;0.29;1.43;0.07;44.58;9.45;6.09;26.78;0.85;55.82;1.58;94.0;36.0;3014.0;-730.0;2844.0;2090.0;3634.0;8018.37;12903.47098975615;-11.302;34393.15851125889;0.8867008362557325;0.11359869601862815;0.3684745744255858;1.5833848373000468;0.09219387100366387;44.58;9.45;.2;.28;
6504;10485;1088;63;133;5753;830;629;3397.0;7.95;7.34;3.39;5.65;0.13;0.28;11.94;32.64;10.83;5.97;9.35;8.29;56.72;0.31;704.0;624.0;3063.0;-114.0;4400.0;1511.0;3438.0;5710.35;8382.725111751808;0.304;26934.025428427867;0.4349801249290176;0.1472635610096894;0.16344900744066915;0.30670401879864756;15.91865127971137;32.64;10.83;3.44;4.69;
33393;2709;3042;7;445;7779;2632;1996;228.0;40.83;1.90;9.47;0.38;0.02;0.92;16.14;8.43;30.3;8.88;38.88;25.80;32.07;1.03;2159.0;1978.0;1732.0;-527.0;5638.0;1336.0;3525.0;383.27;8636.204966852258;-10.206;19752.845376685094;1.3255620316402998;0.34660933328735044;0.01908480692153749;1.0259093096032086;21.525215058916302;8.43;30.3;10.91;14.87;
5080;11360;1209;213;325;3518;62;47;4747.0;6.21;7.96;3.76;7.90;0.44;0.68;7.3;35.36;12.04;8.01;7.64;1.16;53.94;0.75;131.0;47.0;2913.0;95.0;3416.0;1545.0;3717.0;7979.7;8701.637969131736;0.672;30239.019659818005;0.41358350951374206;0.13160711580684495;0.5526818057089623;0.7504734606472652;9.733162365408804;35.36;12.04;.26;.35;
33049;5858;1137;272;1944;10437;2733;2072;51.0;40.41;4.10;3.54;0.08;0.56;4.03;21.66;18.24;11.32;3.51;41.52;27.48;51.68;4.48;2341.0;2054.0;2791.0;-999.0;7309.0;1676.0;2863.0;85.73;10023.580305668163;-13.649;22009.73671313077;1.5110738255033558;0.29170510394757;0.7054593845395075;4.482244062831071;28.88056646882554;18.24;11.32;11.33;15.44;
41013;13125;1019;19;468;1830;10;7;4839.0;50.15;9.19;3.17;8.05;0.04;0.97;3.8;40.86;10.16;6.68;51.92;0.14;56.14;1.08;14.0;7.0;3031.0;-937.0;2425.0;2413.0;3671.0;8134.35;15700.794358353338;-25.658;37318.39937230549;1.566844919786096;0.12269129504515927;0.04871478022694755;1.0785546522948215;5.0638783164569885;40.86;10.16;.04;.05;
33295;13417;1003;288;1013;657;2360;1790;706.0;40.71;9.40;3.12;1.17;0.6;2.1;1.36;41.77;9.99;1.58;44.51;23.87;54.03;2.34;2043.0;1773.0;2917.0;-1261.0;6082.0;2283.0;2935.0;1186.79;14588.690835510915;-17.854;27801.208946659957;1.5126353790613716;0.21255357868985006;0.7469998213988551;2.336727643413405;1.8166371166043367;41.77;9.99;9.78;13.34;
9365;6789;1238;301;574;9896;2349;1781;726.0;11.45;4.76;3.85;1.21;0.62;1.19;20.54;21.13;12.33;4.43;12.70;23.78;53.80;1.32;2037.0;1764.0;2905.0;-356.0;6718.0;1270.0;3016.0;1220.41;6667.299712008477;1.777;19637.996806476192;0.5483354673495517;0.24114503588694133;0.7798048751837081;1.324463933656097;27.38227059967832;21.13;12.33;9.73;13.27;
14816;12740;1144;88;530;1677;2607;1976;273.0;18.12;8.92;3.56;0.45;0.18;1.1;3.48;39.66;11.4;1.73;21.87;25.75;54.21;1.22;2168.0;1958.0;2928.0;-909.0;6488.0;1852.0;2905.0;458.91;11138.281036442822;-4.531;23122.824158742664;0.781715799933753;0.2065512736308854;0.22774389468763914;1.2232252736294755;4.641185044679175;39.66;11.4;10.8;14.72;
6237;12488;1127;592;239;1926;52;39;4765.0;7.63;8.75;3.51;7.93;1.23;0.5;4.0;38.88;11.22;7.31;9.37;2.05;53.92;0.55;265.0;40.0;2912.0;-49.0;3350.0;1661.0;3694.0;8009.96;9554.628041678392;-0.529;31167.770817351462;0.4433811802232855;0.12561601646755974;1.5353262743183584;0.5506944387197129;5.328140678018888;38.88;11.22;.22;.29;
40161;13630;850;92;1638;641;28;21;4807.0;49.11;9.55;2.65;8.00;0.19;3.4;1.33;42.43;8.47;6.18;51.31;0.52;54.81;3.78;58.0;22.0;2960.0;-980.0;3013.0;2445.0;3610.0;8080.56;15822.86958211396;-24.946;37912.78822275624;1.5609557426011405;0.1380937017211692;0.23925323702399073;3.776593987988231;1.7743852371834004;42.43;8.47;.12;.16;
29318;13187;1003;28;528;1747;10;7;4839.0;35.85;9.24;3.12;8.05;0.06;1.1;3.62;41.05;9.99;6.67;37.70;0.16;56.15;1.22;18.0;7.0;3032.0;-820.0;2579.0;2185.0;3666.0;8134.35;13787.445383889659;-17.486;35326.05039784181;1.1879518072289157;0.12006906592745414;0.07272433068384378;1.2168103821943708;4.833326331574376;41.05;9.99;.04;.05;
41950;5330;1057;18;2250;11562;2716;2059;81.0;51.30;3.73;3.29;0.13;0.04;4.67;24.0;16.59;10.53;3.53;52.26;26.65;52.74;5.19;2231.0;2041.0;2848.0;-1083.0;7328.0;1817.0;2842.0;136.16;11167.887380678167;-19.860;23374.31226311878;1.8847972972972975;0.2950819660121071;0.04679233222641757;5.18748043994742;31.994041509969716;16.59;10.53;11.26;15.34;
19277;12965;1070;14;483;1820;8;6;4842.0;23.57;9.08;3.33;8.05;0.03;1.0;3.78;40.36;10.65;6.93;25.31;0.11;55.48;1.11;11.0;5.0;2996.0;-630.0;2700.0;1963.0;3689.0;8139.4;11998.454223959492;-10.278;33467.18608540944;0.8583599574014907;0.1189001982354806;0.03665965717225798;1.1133472560211377;5.034985989910412;40.36;10.65;.03;.04;
29342;8035;1089;99;1510;8009;814;617;3425.0;35.88;5.63;3.39;5.70;0.2;3.13;16.62;25.01;10.85;6.69;36.23;8.23;53.43;3.48;704.0;611.0;2885.0;-733.0;4350.0;1776.0;3444.0;5757.42;10706.819285762404;-14.051;29554.9701790846;1.216898213779416;0.20092357200541205;0.2555477469957595;3.4811677922642894;22.162147345184593;25.01;10.85;3.37;4.6;
22121;9049;1210;79;396;7042;2067;1567;1222.0;27.05;6.34;3.77;2.03;0.16;0.82;14.61;28.17;12.05;3.65;28.36;20.46;54.70;0.91;1723.0;1554.0;2954.0;-839.0;5661.0;1705.0;3095.0;2054.18;10144.7322994821;-8.599;23916.068180252823;1.0009380863039399;0.21066661936616254;0.20526650308880331;0.9129949572998184;19.4862293972032;28.17;12.05;8.57;11.68;
25149;12878;1034;1077;268;1273;2553;1935;368.0;30.75;9.02;3.22;0.61;2.24;0.56;2.64;40.09;10.3;1.57;34.63;27.80;53.63;0.62;2496.0;1918.0;2896.0;-1158.0;6351.0;2076.0;2885.0;618.61;12914.83464688269;-11.517;25223.727939946213;1.2062645784738422;0.2223909168904061;2.7951309720657123;0.6172025656367187;3.5213710013402526;40.09;10.3;10.58;14.42;
29485;177;1100;602;1076;19676;2712;2056;88.0;36.06;0.12;3.42;0.15;1.25;2.23;40.83;0.55;10.95;5.93;35.66;28.12;55.13;2.48;2448.0;2038.0;2977.0;-729.0;7378.0;1160.0;2858.0;147.93;6281.5874809263;-9.143;17915.975007528446;1.3979831932773108;0.32591631595471027;1.56144209222627;2.480018254415767;54.4453730583391;0.55;10.95;11.24;15.32;
12303;13125;1206;105;25;1292;2407;1825;624.0;15.04;9.19;3.75;1.04;0.22;0.05;2.68;40.86;12.01;1.92;18.48;23.85;54.65;0.06;2012.0;1809.0;2951.0;-789.0;6048.0;1829.0;2987.0;1048.94;10966.546269057135;-3.216;23520.930548599634;0.6587019696480465;0.18653691092575078;0.27360428562609546;0.05862504180569235;3.575078977283521;40.86;12.01;9.98;13.6;
20189;13216;1100;660;550;585;261;198;4397.0;24.69;9.26;3.42;7.31;1.37;1.14;1.21;41.14;10.96;6.16;26.48;4.27;53.04;1.27;463.0;196.0;2864.0;-696.0;3181.0;1999.0;3621.0;7391.35;12308.977953546577;-10.263;33021.22743615613;0.8843131942562991;0.13778464121832162;1.7114061747770486;1.2675881638778437;1.6181022896451616;41.14;10.96;1.08;1.48;
14344;10569;1024;1252;325;4550;439;332;4085.0;17.54;7.40;3.19;6.80;2.6;0.67;9.44;32.9;10.2;6.66;18.74;7.54;53.72;0.75;829.0;330.0;2901.0;-469.0;3821.0;1678.0;3539.0;6866.88;9722.954038014857;-4.787;29827.01138085316;0.7022394249377938;0.1642172814505111;3.2475507240205683;0.7496223941336965;12.589522544267766;32.9;10.2;1.82;2.47;
41777;8949;1187;18;668;7088;2737;2075;44.0;51.09;6.27;3.70;0.07;0.04;1.39;14.71;27.86;11.83;2.42;53.13;26.85;54.44;1.54;2249.0;2056.0;2940.0;-1201.0;6463.0;2092.0;2879.0;73.96;13351.137291355664;-21.685;24904.331054656737;1.8547579298831387;0.24696693400022923;0.04702285838730067;1.5408878432782032;19.612896596721004;27.86;11.83;11.34;15.46;
38664;8576;1107;475;179;8067;2122;1609;1125.0;47.28;6.01;3.45;1.87;0.98;0.37;16.74;26.7;11.03;3.42;48.51;22.01;55.69;0.41;1917.0;1594.0;3007.0;-1072.0;5596.0;2004.0;3044.0;1891.12;12588.60800077984;-19.967;26280.17581245501;1.6485714285714286;0.2224318372461816;1.2309457159337116;0.4116566470284489;22.32288262091824;26.7;11.03;8.79;11.99;
38680;13621;1048;130;478;827;267;203;4386.0;47.30;9.54;3.26;7.30;0.27;0.99;1.72;42.4;10.44;5.83;49.23;2.96;55.29;1.10;268.0;201.0;2986.0;-973.0;2796.0;2404.0;3600.0;7372.86;15618.226234466829;-23.860;36299.67727625111;1.4986390854654328;0.12861282370017854;0.3365047639720349;1.1012029607990779;2.2896291582296007;42.4;10.44;1.11;1.51;
14344;10360;1089;176;1432;4521;814;617;3425.0;17.54;7.26;3.39;5.70;0.37;2.97;9.38;32.25;10.85;5.86;18.69;8.43;52.82;3.30;733.0;611.0;2852.0;-510.0;4527.0;1658.0;3444.0;5757.42;9612.336331288665;-4.462;28519.487224610864;0.696058973631982;0.17555296809482768;0.4574591505419102;3.3016909891121555;12.511126547993571;32.25;10.85;3.37;4.6;
30881;9075;1100;84;1566;6357;245;186;4425.0;37.76;6.36;3.42;7.36;0.17;3.25;13.19;28.25;10.96;7.84;38.30;2.63;52.90;3.61;233.0;185.0;2857.0;-700.0;3489.0;1888.0;3624.0;7438.42;11592.454053629941;-16.017;32580.554112885624;1.2483766233766234;0.1805713953064183;0.21811742369387088;3.6103113271771896;17.588847254861086;28.25;10.96;1.02;1.39;
33393;7604;1512;7;451;7773;2632;1996;228.0;40.83;5.33;4.71;0.38;0.02;0.93;16.13;23.67;15.07;3.64;41.83;25.80;51.10;1.04;2159.0;1978.0;2759.0;-990.0;6206.0;1801.0;3019.0;383.27;11222.408998667603;-14.895;22866.04940850044;1.454109370003198;0.25418810786258333;0.01908480692153749;1.0388743787708454;21.50965697591514;23.67;15.07;10.91;14.87;
38108;4826;1525;201;488;11650;2543;1928;385.0;46.60;3.38;4.75;0.64;0.42;1.01;24.18;15.02;15.19;4.91;46.62;25.43;51.01;1.13;2159.0;1911.0;2755.0;-917.0;6228.0;1676.0;3051.0;647.18;10335.853523758684;-16.989;22333.79895264308;1.6322458029775102;0.2780568004043128;0.5207262797702066;1.1262938050390872;32.236226645707006;15.02;15.19;10.54;14.37;
11527;11895;1272;1139;223;1586;2614;1982;260.0;14.10;8.33;3.96;0.43;2.36;0.46;3.29;37.03;12.67;2.11;17.26;28.55;50.68;0.51;2570.0;1963.0;2736.0;-724.0;6720.0;1713.0;2946.0;437.06;10112.461848595429;-1.081;22195.788631738134;0.6336277396140007;0.22409220914648276;2.9544043640098496;0.5132676071321914;4.388590130339605;37.03;12.67;10.83;14.77;
29485;14128;909;1;945;398;89;68;4699.0;36.06;9.90;2.83;7.82;0.0;1.96;0.83;43.98;9.05;5.95;38.37;0.88;56.08;2.18;74.0;67.0;3028.0;-889.0;2852.0;2267.0;3611.0;7899.02;14359.887404448702;-17.897;35819.23953517016;1.2033668205267445;0.12022648265486331;0.002120022029948439;2.1789715151906885;1.1001989525863074;43.98;9.05;.37;.51;
19069;13612;1046;617;817;24;55;41;4760.0;23.32;9.53;3.26;7.92;1.28;1.7;0.05;42.37;10.42;6.50;25.30;2.14;53.03;1.88;277.0;42.0;2864.0;-664.0;3020.0;2011.0;3665.0;8001.56;12347.74869982517;-9.820;33938.34672966858;0.8511777301927195;0.1318957382213253;1.5998337086822783;1.884069730289491;0.06693352116772833;42.37;10.42;.23;.31;
14239;12171;1178;1139;265;1582;250;190;4416.0;17.41;8.52;3.67;7.35;2.36;0.55;3.28;37.89;11.74;6.80;18.84;5.41;51.74;0.61;634.0;189.0;2794.0;-474.0;3339.0;1794.0;3648.0;7423.29;10707.177158237397;-5.352;31450.896674999683;0.689247311827957;0.14853035962303057;2.9544043640098496;0.610082778819736;4.378383483958086;37.89;11.74;1.04;1.42;
41853;9577;1336;406;1466;4248;306;232;4318.0;51.18;6.71;4.16;7.18;0.84;3.04;8.82;29.81;13.31;7.84;51.51;4.05;49.02;3.38;404.0;230.0;2647.0;-803.0;3337.0;2135.0;3683.0;7258.55;13777.066942821639;-23.258;34629.30944132244;1.58182302771855;0.19339562623258905;1.0535773039399847;3.3806687024304796;11.7539657969682;29.81;13.31;1.27;1.73;
5224;1838;841;587;1685;17833;2761;2093;2.0;6.39;1.29;2.62;0.00;1.22;3.5;37.01;5.72;8.37;5.54;7.72;28.55;56.50;3.89;2481.0;2074.0;3051.0;-10.0;8576.0;819.0;2757.0;3.36;3086.3519024862703;7.041;15243.769800818138;0.46041666666666664;0.3166639863849484;1.5217839754118094;3.8854381583663313;49.34622059155384;5.72;8.37;11.44;15.59;
25180;12643;1170;19;468;1830;10;7;4839.0;30.79;8.86;3.64;8.05;0.04;0.97;3.8;39.36;11.66;7.19;32.26;0.14;54.26;1.08;14.0;7.0;2930.0;-710.0;2551.0;2051.0;3722.0;8134.35;12810.51278397156;-14.105;34243.11779792371;1.0417216794296273;0.12613885143539785;0.04871478022694755;1.0785546522948215;5.0638783164569885;39.36;11.66;.04;.05;
22888;8666;1135;50;1781;6621;676;513;3667.0;27.99;6.07;3.53;6.10;0.1;3.7;13.74;26.98;11.3;6.94;28.48;6.75;52.04;4.11;573.0;508.0;2810.0;-625.0;4298.0;1694.0;3503.0;6164.22;10023.490561311095;-9.731;29452.207152789197;0.9891091873778274;0.1955299532041183;0.13054607670885585;4.107085795613668;18.32137337991735;26.98;11.3;2.8;3.82;
40235;12581;1046;617;817;1571;161;122;4573.0;49.20;8.81;3.26;7.61;1.28;1.7;3.26;39.16;10.42;6.50;50.77;3.18;53.30;1.88;364.0;121.0;2878.0;-930.0;2935.0;2354.0;3632.0;7687.21;15248.93503704812;-24.138;36557.95957286196;1.5457489878542512;0.1494395620797108;1.5998337086822783;1.884069730289491;4.347031288640051;39.16;10.42;.67;.91;
29147;5781;1786;296;161;9197;2387;1810;659.0;35.64;4.05;5.56;1.10;0.61;0.33;19.09;18.0;17.79;5.41;35.56;24.15;47.94;0.37;2068.0;1793.0;2589.0;-773.0;5816.0;1558.0;3186.0;1107.78;9481.933575833871;-10.860;21827.13107618404;1.247563946406821;0.26784245239617643;0.7683221406651578;0.37156014804105025;25.449842561829637;18.0;17.79;9.89;13.49;
39075;5822;1137;633;1583;10492;2733;2072;51.0;47.78;4.08;3.54;0.08;1.31;3.28;21.77;18.12;11.32;3.47;48.83;28.41;51.69;3.65;2477.0;2054.0;2791.0;-1064.0;7182.0;1794.0;2863.0;85.73;11004.671610482166;-17.779;22981.828017944776;1.75503355704698;0.2938969144223541;1.6419864167009057;3.6497755897987174;29.032644940949705;18.12;11.32;11.33;15.44;
